"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"1447","US Supreme Court","Supreme Court","Coronavirus","Donald Trump","Amy Coney Barrett","USA","no","2020-10-03T09:04:49.299836+00:00","http://xml.zeit.de/politik/ausland/2020-10/usa-supreme-court-neubesetzung-coronavirus","Thom Tillis","Mike Lee","Covid-19","Lindsey Graham","Chuck Schumer","Ruth Bader Ginsburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","Donald Trump","Krankenhaus","Coronavirus","Infektion","US-Wahl","US Wahlkampf","yes","2020-10-03T08:44:27.040508+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-trump-begibt-sich-wegen-covid-19-ins-krankenhaus","Joe Biden","Washington","Sean Conley","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","Coronavirus","Donald Trump","Drew Angerer","Bill Stepien","Washington","Minnesota","Politik Ausland","2020-10-02T19:14:16.750249+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-corona-wahlkampf","Getty Images","Wahlkampfauftritt","Wahlkampf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","Donald Trump","Coronavirus","Infektion","US Wahlkampf","US-Wahl","USA","yes","2020-10-02T18:14:06.036207+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-wahlkampf-donald-trump-coronavirus-pandemie","Pandemie","Joe Biden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","Europa","Forschung","Pandemie","Klimaschutz","Erneuerbare Energien","AusgabenkÃ¼rzung","yes","2020-10-02T17:38:38.828138+00:00","http://xml.zeit.de/2020/41/eu-forschungsfoerderung-klimaschutz-erneuerbare-energien-corona-pandemie","Investition","Fraunhofer-Gesellschaft","Coronavirus","Max-Planck-Gesellschaft","EU","Forschungsorganisation","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","Infektion","Mike Pence","Donald Trump","Melania Trump","Washington","Coronavirus","Politik Ausland","2020-10-02T13:19:32.614448+00:00","http://xml.zeit.de/politik/ausland/2020-10/coronavirus-usa-mike-pence-infektion-test-negativ","Notfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","Donald Trump","Coronavirus","Ethik","MoralitÃ¤t","Petra Bahr","Covid-19","yes","2020-10-06T07:03:56.637914+00:00","http://xml.zeit.de/gesellschaft/2020-10/petra-bahr-schadenfreude-donald-trump-corona-infektion-ethik-moral","Erkrankung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","Coronavirus","Niederlande","Schottland","Bundesregierung","RKI","Risikogebiet","no","2020-10-02T17:11:46.689893+00:00","http://xml.zeit.de/politik/ausland/2020-10/covid-19-niederlande-schottland-corona-risikogebiet","Covid-19","Europa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","Coronavirus","Covid-19","Bundesregierung","App","Corona Warn-App","Pandemie","yes","2020-10-02T16:04:28.340395+00:00","http://xml.zeit.de/2020/41/corona-warn-app-beliebtheit-nutzerzahl-schwaechen","Todesfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","Infektion","Coronavirus","Risikogruppe","Pandemie","Medizin","Gesundheitsrisiko","Wissen Gesundheit","2020-10-02T16:01:47.824996+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/corona-infektion-donald-trump-gesundheitsrisiko-medizin-hilfe-risikogruppe","Donald Trump","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","Wintersport","Eishockey","Sportpolitik","Coronavirus","DEL","Pandemie","no","2020-10-02T16:48:48.927677+00:00","http://xml.zeit.de/sport/2020-10/deutsche-eishockey-liga-saisonstart-verschiebung-coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","Wiedervereinigung","US-Wahl","Coronakrise","Coronavirus","Donald Trump",NA,"2020-10-02T15:05:02.461394+00:00","no","http://xml.zeit.de/politik/2020-10/donald-trump-corona-infektion-nachrichtenpodcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","Donald Trump","Coronavirus","Steven Mnuchin","USA","Gesundheitszustand","Covid-19","yes","2020-10-02T15:49:06.356799+00:00","http://xml.zeit.de/politik/ausland/2020-10/corona-infektion-donald-trump-covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","Bundespolizei","Coronavirus","BuÃŸgeld","Maskenverweigerung","Stephan Brandner","Gesundheitsamt","no","2020-10-02T15:48:05.660398+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-10/corona-massnahmen-maskenverweigerer-bussgelder-bundespolizei","CoronavirusmaÃŸnahme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","Coronavirus","Donald Trump","Melania Trump","Mike Pence","Finanzmarkt","US-Wahl","yes","2020-10-02T14:52:10.248455+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-coronavirus-infektion-diagnose-genesungswuensche-china","Kayleigh Mcenany","China","Twitter","EU","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","Coronavirus","Impfstoff","PEI","Forschung","Testphase","Vektorimpfstoff","yes","2020-10-02T11:26:14.882266+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/coronavirus-impfstoff-test-paul-ehrlich-institut-zulassung-pocken-dzif","VertrÃ¤glichkeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","Juergen Boos","Coronavirus","Frankfurter Buchmesse","Frankfurt am Main","Literatur","Festival","yes","2020-10-02T10:41:01.446840+00:00","http://xml.zeit.de/kultur/literatur/2020-10/juergen-boos-frankfurter-buchmesse-coronavirus-virtuell-festival-planung","Messehalle","Frankfurter Festhalle","Veranstaltungsort","Frankfurter Buchmesse","Literaturfestival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","Coronavirus","Kolja Rudzio","Deutschland","GALERIA Kaufhof","Commerzbank","Vapiano","no","2020-10-02T09:18:47.574936+00:00","http://xml.zeit.de/2020/41/corona-wirtschaftskrise-insolvenz-unternehmen-deutschland","Tom Tailor","Karstadt","Bundestag","Bundesregierung","Pleitewelle","Insolvenzregel","Krise","Insolvenz","Gastronomie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","Donald Trump","Coronavirus","Infektion","QuarantÃ¤ne","US Wahlkampf","US-Wahl","yes","2020-10-02T09:14:28.191669+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-wahlkampf-donald-trump-corona-infektion-termin-absage-kalender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","Donald Trump","Coronavirus","Infektion","US-Wahl","US Wahlkampf","USA","yes","2020-10-02T08:37:49.279372+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-coronavirus-infektion-covid-19-melania-trump","Erkrankung","Wahlkampf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","Reisen","Pandemie","Coronavirus","YouGov","Jens Spahn","Infektionszahl","no","2020-10-02T08:19:04.075730+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/coronavirus-reisen-herbst-winter-ausland-inland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","Bundesagentur fÃ¼r Arbeit","Jobverlust","Arbeitslosigkeit","Arbeitslosenquote","Wirtschaftskrise","Coronavirus","no","2020-10-02T10:09:38.334491+00:00","http://xml.zeit.de/arbeit/2020-10/corona-krise-bundesagentur-fuer-arbeit-pleitewelle-moeglich-insolvenz","Insolvenz","Pleitewelle","Insolvenzgeld","Krise","ZahlungsunfÃ¤higkeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","RKI","Coronavirus","Infektion","Krankenhaus","HÃ¶chststand","Intensivbetten","no","2020-10-02T07:24:39.828204+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/coronavirus-robert-koch-institut-neuinfektionen-covid19-fallzahlen","Neuinfektion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","Coronavirus","Donald Trump","Melania Trump","Infektion","Pandemie","USA","yes","2020-10-02T09:58:24.638742+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-positiv-auf-corona-getestet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","Coronavirus","Donald Trump","Hope Hicks","WeiÃŸes Haus","Melania Trump","USA","yes","2020-10-02T07:16:43.871456+00:00","http://xml.zeit.de/politik/ausland/2020-10/coronavirus-donald-trump-hope-hicks-quarantaene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","Donald Trump","US-Regierung","Aufnahme","FlÃ¼chtling","Migration","Coronavirus","yes","2020-10-02T10:00:41.867955+00:00","http://xml.zeit.de/politik/ausland/2020-10/usa-fluechtlinge-migration-donald-trump-obergrenze-rekordtief-honduras","FlÃ¼chtlingsaufnahme","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","Konstanz","Neonazi","Demonstration","Rechtsextremismus","Coronavirus","Polizei","no","2020-10-01T18:46:54.852283+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-10/reichsflaggen-verbot-url-reichsflaggen-verbot-konstanz-corona-demo-rechtsextremismus-nazi-symbole","Symbolik","Berlin","Bundestag","Kundgebung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","Jens Spahn","Coronavirus","Impfstoff","RKI","Impfung","Gesundheitswesen","yes","2020-10-02T06:53:09.887900+00:00","http://xml.zeit.de/politik/deutschland/2020-10/jens-spahn-impfstation-coronavirus-infektion-gesundheitswesen","Impfstation","Risikogruppe","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","Schule","Lehrer","Coronavirus","Homeschooling","Unterricht","Digitalisierung","no","2020-10-13T14:27:09.431276+00:00","http://xml.zeit.de/arbeit/2020-09/lehrkraefte-coronakrise-digitalisierung-schulwesen-bildungssystem","Shutdown","Bildungswesen","PrÃ¤senzunterricht","Familie","Krise","Schulanfang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","Olaf KÃ¶ller","Pandemie","Coronavirus","Gesundheitsschutz","Ampelsystem","Infektionsgeschehen","yes","2020-10-01T13:21:07.174483+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/corona-ampel-system-pandemie-vorschlag","Coronakrise","Infektionszahl","EindÃ¤mmung","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","Michael MÃ¼ller","Annegret Kramp-Karrenbauer","Jens Spahn","Berlin","Friedrichshain-Kreuzberg","Nordrhein-Westfalen","no","2020-10-01T13:06:17.635167+00:00","http://xml.zeit.de/politik/deutschland/2020-10/coronavirus-berlin-bundeswehr-michael-mueller","KÃ¶ln","Bundeswehr","Feuerwehr","SPD","Coronavirus","Kontaktnachverfolgung","Bundesminister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","Robert Koch-Institut","Angela Merkel","Reutlingen","Deutschland","Hannover","Brandenburg","no","2020-10-01T12:44:04.369299+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/covid-19-antikoerper-studie-rki-coronavirus-virusverbreitung-deutschland","Baden-WÃ¼rttemberg","Niedersachsen","Nordrhein-Westfalen","RKI","AntikÃ¶rperstudie","Dunkelziffer","Infektionsrisiko","Coronavirus","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","Coronavirus","RKI","App","FDP-Fraktion","Kontaktverfolgung","Bundesgesundheitsministerium","yes","2020-10-01T11:06:06.292699+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/robert-koch-institut-coronavirus-datenspende-app-messluecken-kosten","Fieberdaten","Uhren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","Studentenwerk","Coronavirus","Jobverlust","BMBF","Bundesregierung","Wirtschaftskrise","Instagram","2020-10-01T07:06:43.676488+00:00","http://xml.zeit.de/2020/41/studienfinanzierung-corona-krise-bundesregierung","BafÃ¶g","Student","Restaurant","Krise","Gastronomie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","Coronavirus","Minijob","Jobverlust","Gastronomie","Wirtschaftskrise","Arbeitsplatz","no","2020-10-01T11:10:45.550561+00:00","http://xml.zeit.de/wirtschaft/2020-10/corona-krise-gastgewerbe-jobverlust-minijobber-gastronomie-pandemie","Gastgewerbe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","Infektion","Coronavirus","RKI","Pandemie","Anstiegsrate","Virus","no","2020-10-01T08:04:42.293436+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/robert-koch-institut-corona-covid19-neuinfektionen-fallzahlen","Covid-19","Neuinfektion","Krise","Todesfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","Arbeitsbedingung","Coronavirus","Lebensstil","Heimarbeit","MÃ¶bel","Zoom","no","yes","http://xml.zeit.de/zeit-magazin/2020/41/arbeiten-buero-homeoffice-moebel-wohnen","Videokonferenz","Homeoffice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","Annegret Kramp-Karrenbauer","Coronavirus","Kreuzberg","Friedrichshain","Berlin","Bundeswehr","yes","2020-10-01T07:47:15.451656+00:00","http://xml.zeit.de/politik/deutschland/2020-10/bundeswehr-akk-berlin-kreuzberg-friedrichshain-kontaktverfolgung-corona","Kontaktverfolgung","Einstufung","Risikogebiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","Coronavirus",NA,NA,NA,NA,NA,"yes","2020-10-01T05:45:27.988633+00:00","http://xml.zeit.de/politik/ausland/2020-09/coronavirus-belgien-reisewarnung-bundesregierung-auswaertige-amt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","Coronavirus","BuÃŸgeld","Coronaregel","Pandemie","Umfrage",NA,"no","2020-10-01T06:25:29.879352+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-09/meinungsumfrage-corona-einschraenkungen-mehrheit-befuerwortet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","Jens Spahn","Coronavirus","Pandemie","Virus","Coronatest","Schnelltest","no","2020-10-01T06:24:01.735023+00:00","http://xml.zeit.de/wissen/gesundheit/2020-09/corona-heimtest-pandemie-jens-spahn-gesundheitsminister","Gesundheitsminister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","Impfstoff","Coronavirus","Angela Merkel","UN","Kooperationsvereinbarung",NA,"no","2020-09-30T17:10:23.177130+00:00","http://xml.zeit.de/wissen/gesundheit/2020-09/corona-imstoff-un-globale-zusammenarbeit-angela-merkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","Christof Stache","Villa Mittermeier","Christian Mittermeier","Ã<81>lvaro Bernal","Tom Kattwinkel","Dagny LÃ¼demann","Z+ Archiv","2020-09-30T14:54:52.681760+00:00","http://xml.zeit.de/2020/41/luftreiniger-corona-restaurant-aerolsole-infektionsschutz","Sandra Westhaus","Ammersee","Herrsching","Germany","Bavaria","Rothenburg ob der Tauber","Dubai","MÃ¼nchen","Bundesumweltamt","Reuters","Restaurant","Coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","Angela Merkel","Coronavirus","Deutscher Bundestag","Pandemie","Haushaltsdebatte","Kanzlerschaft","yes","2020-09-30T14:03:51.801236+00:00","http://xml.zeit.de/politik/deutschland/2020-09/angela-merkel-rede-bundestag-corona-politik-haushaltsdebatte-emotional","Coronakrise","VerschwÃ¶rungstheorie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","Genetik","Coronavirus","Neandertaler","DNA","Erbgut","Max-Planck-Institut","no","2020-09-30T13:55:45.931322+00:00","http://xml.zeit.de/wissen/gesundheit/2020-09/genetik-coronavirus-neandertaler-risiko-erbgut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Armut","Statistisches Bundesamt","Rente","Coronavirus","Altersarmut",NA,"yes","2020-09-30T17:25:48.361890+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-09/statistisches-bundesamt-armutsgefahr-aeltere-menschen-altersarmut-zuwachs-armut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Coronavirus","Coronaregel","Angela Merkel","Mundschutz","Vorschrift","MaÃŸnahmenpaket","yes","2020-09-30T11:02:05.534460+00:00","http://xml.zeit.de/2020/41/corona-massnahmen-verschaerfung-regelverletzung-stimmung-angela-merkel","MaskenmÃ¼de","Infektionszahl","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","Coronavirus","Gastronomie","DEHOGA","BuÃŸgeld","Restaurant","Personalausweis","Wirtschaft","2020-09-30T09:37:12.086812+00:00","http://xml.zeit.de/wirtschaft/2020-09/gastronomie-dehoga-corona-bussgelder-hotel-gaststaetten-verband-durchsetzbarkeit","Hotelgewerbe","Angela Merkel","Karl-Josef Laumann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","Angela Merkel","Coronavirus","Pandemie","CoronavirusmaÃŸnahme","Shutdown","Bundestag","yes","2020-09-30T15:28:39.339680+00:00","http://xml.zeit.de/politik/deutschland/2020-09/angela-merkel-generaldebatte-corona-politik-bundestag-haushaltswoche-regierungspolitik","Generaldebatte","Haushaltswoche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","Arbeitslosigkeit","Wirtschaftskrise","Coronavirus","Konjunkturerholung","Deutschland","Monatsvergleich","yes","2020-10-01T07:07:39.153911+00:00","http://xml.zeit.de/wirtschaft/2020-09/zahl-der-arbeitslosen-leicht-gesunken","Jahresvergleich","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
